date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:00:32	29110/29110	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254b60a60-71b6%22	https://sf.readwhere.com/read/js/bootstrap3.min.js?v=1421216357	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/bootstrap3.mine01b.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:32	304268/304268	---M--	200	added ('OK')	text/javascript	date:Wed,%2014%20Sep%202016%2015:56:11%20GMT	https://www.gstatic.com/firebasejs/3.4.0/firebase.js	/home/krishna/websites/newsPaper%20Builder/www.gstatic.com/firebasejs/3.4.0/firebase.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:33	15287/15287	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254f1bd64-3bb7%22	https://sf.readwhere.com/read/js/responsive-calendar.js?v=1425128809	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/responsive-calendar480d.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:34	13883/13883	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255580466-363b%22	https://sf.readwhere.com/read/js/libs/jquery.imgareaselect.min.js?v=1431831659	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/libs/jquery.imgareaselect.min1143.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:35	35134/35134	---MCZ	200	added ('OK')	application/javascript	etag:W/%2258db2e4c-893e%22	https://sf.readwhere.com/read/js/bootstrap-tour.js?v=1490759249	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/bootstrap-tour8a98.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:36	7926/7926	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db93fbd-1ef6%22	https://sf.readwhere.com/read/js/n-limited-extractor.js?v=1572421570	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/n-limited-extractor8921.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:36	790/790	---M--	200	added ('OK')	application/javascript	etag:%225db93fbd-316%22	https://sf.readwhere.com/read/js/n-limited.js?v=1572421570	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/n-limited8921.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:38	144107/144107	---MCZ	200	added ('OK')	application/javascript	etag:W/%2260e55459-232eb%22	https://sf.readwhere.com/read/js/viewer-v4.js?v=1625642078	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/viewer-v42b06.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:39	27997/27997	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d3ec0f8-6d5d%22	https://sf.readwhere.com/read/js/viewer-navbar-v4.js?v=1564393725	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/viewer-navbar-v48fc1.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:40	27102/27102	---MCZ	200	added ('OK')	text/css	etag:W/%2254b60a60-69de%22	https://sf.readwhere.com/read/styles/smoothness/jquery-ui-1.10.4.custom.css?v=1421216352	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/styles/smoothness/jquery-ui-1.10.4.custom5de8.css	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:41	228539/228539	---MCZ	200	added ('OK')	application/javascript	etag:W/%225446285a-37cbb%22	https://sf.readwhere.com/read/js/libs/jquery-ui-1.10.4.custom.min.js?v=1413883999	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/libs/jquery-ui-1.10.4.custom.minc691.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:42	10346/10346	---MCZ	200	added ('OK')	application/javascript	etag:W/%225446285a-286a%22	https://sf.readwhere.com/read/js/libs/modernizr-2.7.1.min.js?v=1413883999	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/libs/modernizr-2.7.1.minc691.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
23:00:43	53651/53651	---MCZ	200	added ('OK')	application/javascript	etag:W/%225db93fbd-d193%22	https://sf.readwhere.com/read/js/plugins-v3.js?v=1572421570	/home/krishna/websites/newsPaper%20Builder/sf.readwhere.com/read/js/plugins-v38921.js	(from https://epaper.dishadaily.com/3345510/DISHA-MAIN/08-01-2022)
